"Time","R2"
"0","0.00130134"
"0.5","0.00130134"
"1","0.00130134"
"1.5","0.00130134"
"2","0.00130134"
"2.5","0.00130134"
"3","0.00130134"
"3.5","0.00130134"
"4","0.00130134"
"4.5","0.00130134"
"5","0.00130134"
"5.5","0.00130134"
"6","0.00130134"
"6.5","0.00130134"
"7","0.00130134"
"7.5","0.00130134"
"8","0.00130134"
"8.5","0.00130134"
"9","0.00130134"
"9.5","0.00130134"
"10","0.00130134"
"10.5","0.00130134"
"11","0.00130134"
"11.5","0.00130134"
"12","0.0012986648414394"
"12.5","0.0012880756721372"
"13","0.0012850661187565"
"13.5","0.0012786011522351"
"14","0.0012725820454738"
"14.5","0.0012617699462915"
"15","0.0012511807769892"
"15.5","0.0012451616702279"
"16","0.0012447158104678"
"16.5","0.0012433782311875"
"17","0.0012422635817873"
"17.5","0.0012420406519072"
"18","0.0012422635817873"
"18.5","0.0012423750467273"
"19","0.0012424865116673"
"19.5","0.0012425979766074"
"20","0.0012427094415474"
"20.5","0.0012428209064874"
"21","0.0012429323714274"
"21.5","0.0012430438363675"
"22","0.0012431553013075"
"22.5","0.0012432667662475"
"23","0.0012418177220272"
"23.5","0.0012374705893663"
"24","0.0012364674049061"
"24.5","0.0012369132646661"
"25","0.0012374705893663"
"25.5","0.0012401457479268"
"26","0.0012439355558877"
"26.5","0.0012451616702279"
"27","0.0012451616702279"
"27.5","0.0012451616702279"
"28","0.0012451616702279"
"28.5","0.0012451616702279"
"29","0.0012451616702279"
"29.5","0.0012451616702279"
"30","0.0012451616702279"
"30.5","0.0012451616702279"
"31","0.0012451616702279"
"31.5","0.0012451616702279"
"32","0.0012451616702279"
"32.5","0.0012451616702279"
"33","0.0012451616702279"
"33.5","0.0012451616702279"
"34","0.0012451616702279"
"34.5","0.0012451616702279"
"35","0.0012451616702279"
"35.5","0.0012451616702279"
"36","0.0012451616702279"
"36.5","0.0012451616702279"
"37","0.0012451616702279"
"37.5","0.0012451616702279"
"38","0.0012451616702279"
"38.5","0.0012451616702279"
"39","0.0012451616702279"
"39.5","0.0012451616702279"
"40","0.0012451616702279"
"40.5","0.0012451616702279"
"41","0.0012451616702279"
"41.5","0.0012451616702279"
"42","0.0012451616702279"
"42.5","0.0012451616702279"
"43","0.0012451616702279"
"43.5","0.0012451616702279"
"44","0.0012451616702279"
"44.5","0.0012451616702279"
"45","0.0012451616702279"
"45.5","0.0012451616702279"
"46","0.0012451616702279"
"46.5","0.0012451616702279"
"47","0.0012451616702279"
"47.5","0.0012451616702279"
"48","0.0012451616702279"
"48.5","0.0012451616702279"
"49","0.0012451616702279"
"49.5","0.0012451616702279"
"50","0.0012451616702279"
"50.5","0.0012341266411656"
"51","0.0012298909734446"
"51.5","0.0012287763240444"
"52","0.0012244291913835"
"52.5","0.0012208623133027"
"53","0.0012185215495622"
"53.5","0.0012151776013615"
"54","0.0012073750555598"
"54.5","0.0011997954396382"
"55","0.0011925502185366"
"55.5","0.0011847476727349"
"56","0.0011767221970532"
"56.5","0.0011768336619932"
"57","0.0011762763372931"
"57.5","0.0011654642381108"
"58","0.0011581075520692"
"58.5","0.0011516425855478"
"59","0.0011448432242064"
"59.5","0.0011377094680448"
"60","0.0011303527820032"
"60.5","0.0011228846310216"
"61","0.0011169769892004"
"61.5","0.0011121839967793"
"62","0.0011114037421992"
"62.5","0.0011114037421992"
"63","0.0011095088382187"
"63.5","0.0011085056537585"
"64","0.0011087285836386"
"64.5","0.0011089515135186"
"65","0.0011092859083387"
"65.5","0.0011093973732787"
"66","0.0011093973732787"
"66.5","0.0011093973732787"
"67","0.0011092859083387"
"67.5","0.0011089515135186"
"68","0.0011086171186986"
"68.5","0.0011082827238785"
"69","0.0011079483290584"
"69.5","0.0011076139342383"
"70","0.0011072795394183"
"70.5","0.0011069451445982"
"71","0.0011066107497781"
"71.5","0.0011062763549581"
"72","0.001105941960138"
"72.5","0.0011056075653179"
"73","0.0011052731704978"
"73.5","0.0011049387756778"
"74","0.0011046043808577"
"74.5","0.0011042699860376"
"75","0.0011039355912176"
"75.5","0.0011036011963975"
"76","0.0011032668015774"
"76.5","0.0011029324067573"
"77","0.0011025980119373"
"77.5","0.0011022636171172"
"78","0.0011019292222971"
"78.5","0.001101594827477"
"79","0.001101260432657"
"79.5","0.0011009260378369"
"80","0.0011005916430168"
"80.5","0.0011002572481968"
"81","0.0010999228533767"
"81.5","0.0010995884585566"
"82","0.0010992540637365"
"82.5","0.0010989196689165"
"83","0.0010985852740964"
"83.5","0.0010982508792763"
"84","0.0010981394143363"
"84.5","0.0010980279493963"
"85","0.0010984738091564"
"85.5","0.001096578905176"
"86","0.0010995884585566"
"86.5","0.0011040470561576"
"87","0.0011116266720792"
"87.5","0.0011129642513595"
"88","0.0011176457788405"
"88.5","0.0011184260334207"
"89","0.0011184260334207"
"89.5","0.0011214355868013"
"90","0.001124668070062"
"90.5","0.0011275661585026"
"91","0.0011307986417633"
"91.5","0.0011307986417633"
"92","0.001129126667663"
"92.5","0.0011311330365834"
"93","0.0011330279405638"
"93.5","0.0011342540549041"
"94","0.0011362604238245"
"94.5","0.001138601187565"
"95","0.0011419451357657"
"95.5","0.0011419451357657"
"96","0.0011419451357657"
"96.5","0.0011419451357657"
"97","0.0011419451357657"
"97.5","0.0011419451357657"
"98","0.0011419451357657"
"98.5","0.0011419451357657"
"99","0.0011419451357657"
"99.5","0.0011419451357657"
"100","0.0011419451357657"
"100.5","0.0011419451357657"
"101","0.0011419451357657"
"101.5","0.0011419451357657"
"102","0.0011419451357657"
"102.5","0.0011419451357657"
"103","0.0011419451357657"
"103.5","0.0011419451357657"
"104","0.0011419451357657"
"104.5","0.0011419451357657"
"105","0.0011419451357657"
"105.5","0.0011419451357657"
"106","0.0011419451357657"
"106.5","0.0011419451357657"
"107","0.0011419451357657"
"107.5","0.0011419451357657"
"108","0.0011419451357657"
"108.5","0.0011419451357657"
"109","0.0011419451357657"
"109.5","0.0011419451357657"
"110","0.0011419451357657"
"110.5","0.0011419451357657"
"111","0.0011419451357657"
"111.5","0.0011419451357657"
"112","0.0011419451357657"
